zone,groupe,roche,AlphaZone,AlphaGroupe,AlphaRoche,AlphaDescriptRoche,AlphaLabel,nature,type,longueur,largeur,epaisseur,orientation,nom,num Chippendale,nom Bicknell,Notes,LabelSect,X_L2e,Y_L2e,Z,Géographie,Plan,Image
7,3,8@a,VII,III,8 ?,8alpha,ZVII.GIII.R 8 ?,S,None,,,,None,,,,,Me,1008988.279,1909734.791,2320.25,8,D:\Base de Donnees\Images\Images Faces\ZVII\ZVIIGIII\ZVIIGIIIR8@a.gif,D:\Base de Donnees\Images\Photos Roches\ZVII\ZVIIGIII\ZVIIGIIIR8@a\ZVIIGIIIR8@a.JPG
7,3,8@b,VII,III,8 ?,8beta,ZVII.GIII.R 8 ?,S,None,,,,None,,,,,Me,1008999.53,1909736.207,2316.87,1,D:\Base de Donnees\Images\Images Faces\ZVII\ZVIIGIII\ZVIIGIIIR8@b.gif,D:\Base de Donnees\Images\Photos Roches\ZVII\ZVIIGIII\ZVIIGIIIR8@b\ZVIIGIIIR8@b.JPG
7,3,8@c,VII,III,8 ?,8gamma,ZVII.GIII.R 8 ?,S,None,,,,None,,,,,Me,1009003.813,1909738.865,2315.1,1,D:\Base de Donnees\Images\Images Faces\ZVII\ZVIIGIII\ZVIIGIIIR8@c.gif,D:\Base de Donnees\Images\Photos Roches\ZVII\ZVIIGIII\ZVIIGIIIR8@c\ZVIIGIIIR8@c.JPG
7,3,9A,VII,III,9A,9A,ZVII.GIII.R 9A,S,None,,,,None,,,,,Me,1009017.401,1909746.397,2307.7,4,D:\Base de Donnees\Images\Images Faces\ZVII\ZVIIGIII\ZVIIGIIIR9A.gif,D:\Base de Donnees\Images\Photos Roches\ZVII\ZVIIGIII\ZVIIGIIIR9A\ZVIIGIIIR9A.JPG
7,3,10A,VII,III,10A,10A,ZVII.GIII.R 10A,S,B,,,,None,,,,,Me,1009047.91,1909697.546,2296.23,1,D:\Base de Donnees\Images\Images Faces\ZVII\ZVIIGIII\ZVIIGIIIR10A.gif,D:\Base de Donnees\Images\Photos Roches\ZVII\ZVIIGIII\ZVIIGIIIR10A\ZVIIGIIIR10A.JPG
7,3,11A,VII,III,11A,11A,ZVII.GIII.R 11A,S,B,,,,None,,,,,Me,1008987.769,1909773.878,2312.3,1,D:\Base de Donnees\Images\Images Faces\ZVII\ZVIIGIII\ZVIIGIIIR11A.gif,D:\Base de Donnees\Images\Photos Roches\ZVII\ZVIIGIII\ZVIIGIIIR11A\ZVIIGIIIR11A.JPG
7,3,11B,VII,III,11B,11B,ZVII.GIII.R 11B,S,B,,,,None,,,,,Me,1008985.492,1909770.95,2313.93,1,D:\Base de Donnees\Images\Images Faces\ZVII\ZVIIGIII\ZVIIGIIIR11B.gif,D:\Base de Donnees\Images\Photos Roches\ZVII\ZVIIGIII\ZVIIGIIIR11B\ZVIIGIIIR11B.JPG
7,3,11@a,VII,III,11 ?,11alpha,ZVII.GIII.R 11 ?,S,B,,,,None,,,,,Me,1008990.697,1909768.998,2312.77,1,D:\Base de Donnees\Images\Images Faces\ZVII\ZVIIGIII\ZVIIGIIIR11@a.gif,D:\Base de Donnees\Images\Photos Roches\ZVII\ZVIIGIII\ZVIIGIIIR11@a\ZVIIGIIIR11@a.JPG
7,3,11@b,VII,III,11 ?,11beta,ZVII.GIII.R 11 ?,S,None,,,,None,,,,,Me,1008993.95,1909774.529,2310.7,1,D:\Base de Donnees\Images\Images Faces\ZVII\ZVIIGIII\ZVIIGIIIR11@b.gif,D:\Base de Donnees\Images\Photos Roches\ZVII\ZVIIGIII\ZVIIGIIIR11@b\ZVIIGIIIR11@b.JPG
7,3,11@c,VII,III,11 ?,11gamma,ZVII.GIII.R 11 ?,S,B,,,,None,,,,,Me,1009000.131,1909773.878,2307.15,1,D:\Base de Donnees\Images\Images Faces\ZVII\ZVIIGIII\ZVIIGIIIR11@c.gif,D:\Base de Donnees\Images\Photos Roches\ZVII\ZVIIGIII\ZVIIGIIIR11@c\ZVIIGIIIR11@c.JPG
7,3,11@d,VII,III,11 ?,11delta,ZVII.GIII.R 11 ?,S,B,,,,None,,,,,Me,1008980.005,1909779.213,2312.94,1,D:\Base de Donnees\Images\Images Faces\ZVII\ZVIIGIII\ZVIIGIIIR11@d.gif,D:\Base de Donnees\Images\Photos Roches\ZVII\ZVIIGIII\ZVIIGIIIR11@d\ZVIIGIIIR11@d.JPG
7,3,11@e,VII,III,11 ?,11epsilon,ZVII.GIII.R 11 ?,S,None,,,,None,,,,,Me,1008979.857,1909773.601,2314.56,1,D:\Base de Donnees\Images\Images Faces\ZVII\ZVIIGIII\ZVIIGIIIR11@e.gif,D:\Base de Donnees\Images\Photos Roches\ZVII\ZVIIGIII\ZVIIGIIIR11@e\ZVIIGIIIR11@e.JPG
7,3,11@g,VII,III,11 ?,11eta,ZVII.GIII.R 11 ?,S,None,,,,None,,,,,Me,1008973.834,1909781.085,2315.54,1,D:\Base de Donnees\Images\Images Faces\ZVII\ZVIIGIII\ZVIIGIIIR11@g.gif,D:\Base de Donnees\Images\Photos Roches\ZVII\ZVIIGIII\ZVIIGIIIR11@g\ZVIIGIIIR11@g.JPG
7,3,11@h,VII,III,11 ?,11theta,ZVII.GIII.R 11 ?,S,PB,,,,None,,,,,Me,1008978.233,1909781.871,2312.59,1,D:\Base de Donnees\Images\Images Faces\ZVII\ZVIIGIII\ZVIIGIIIR11@h.gif,D:\Base de Donnees\Images\Photos Roches\ZVII\ZVIIGIII\ZVIIGIIIR11@h\ZVIIGIIIR11@h.JPG
7,3,11@i,VII,III,11 ?,11iota,ZVII.GIII.R 11 ?,S,B,,,,None,,,,,Me,1008975.131,1909778.327,2315.38,1,D:\Base de Donnees\Images\Images Faces\ZVII\ZVIIGIII\ZVIIGIIIR11@i.gif,D:\Base de Donnees\Images\Photos Roches\ZVII\ZVIIGIII\ZVIIGIIIR11@i\ZVIIGIIIR11@i.JPG
7,3,12@a,VII,III,12 ?,12alpha,ZVII.GIII.R 12 ?,S,B,,,,None,,,,,Me,1008969.175,1909785.349,2316.46,1,D:\Base de Donnees\Images\Images Faces\ZVII\ZVIIGIII\ZVIIGIIIR12@a.gif,D:\Base de Donnees\Images\Photos Roches\ZVII\ZVIIGIII\ZVIIGIIIR12@a\ZVIIGIIIR12@a.JPG
7,3,12@b,VII,III,12 ?,12beta,ZVII.GIII.R 12 ?,S,None,,,,None,,,,,Me,1008959.969,1909780.78,2322.9,1,D:\Base de Donnees\Images\Images Faces\ZVII\ZVIIGIII\ZVIIGIIIR12@b.gif,D:\Base de Donnees\Images\Photos Roches\ZVII\ZVIIGIII\ZVIIGIIIR12@b\ZVIIGIIIR12@b.JPG
7,3,12@c,VII,III,12 ?,12gamma,ZVII.GIII.R 12 ?,S,B,,,,None,,,,,Me,1008957.326,1909787.161,2323.05,1,D:\Base de Donnees\Images\Images Faces\ZVII\ZVIIGIII\ZVIIGIIIR12@c.gif,D:\Base de Donnees\Images\Photos Roches\ZVII\ZVIIGIII\ZVIIGIIIR12@c\ZVIIGIIIR12@c.JPG
7,3,13A,VII,III,13A,13A,ZVII.GIII.R 13A,S,None,,,,None,,,,,Me,1008984.727,1909675.548,2329.88,1,D:\Base de Donnees\Images\Images Faces\ZVII\ZVIIGIII\ZVIIGIIIR13A-Fa.gif,D:\Base de Donnees\Images\Photos Roches\ZVII\ZVIIGIII\ZVIIGIIIR13A\ZVIIGIIIR13A.JPG
7,3,13@a,VII,III,13 ?,13alpha,ZVII.GIII.R 13 ?,S,B,,,,None,,,,,Me,1008982.216,1909669.345,2333.26,1,D:\Base de Donnees\Images\Images Faces\ZVII\ZVIIGIII\ZVIIGIIIR13@a.gif,D:\Base de Donnees\Images\Photos Roches\ZVII\ZVIIGIII\ZVIIGIIIR13@a\ZVIIGIIIR13@a.JPG
7,3,14A,VII,III,14A,14A,ZVII.GIII.R 14A,S,A,,,,None,,,,,Me,1008977.49,1909687.363,2330.56,1,D:\Base de Donnees\Images\Images Faces\ZVII\ZVIIGIII\ZVIIGIIIR14A.gif,D:\Base de Donnees\Images\Photos Roches\ZVII\ZVIIGIII\ZVIIGIIIR14A\ZVIIGIIIR14A.JPG
11,1,1A,XI,I,1A,1A,ZXI.GI.R 1A,S,None,,,,None,,,,,Me,1009180.176,1909834.479,2341.88,2,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR1A.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGI\ZXIGIR1A\P8040115.JPG
11,1,1B,XI,I,1B,1B,ZXI.GI.R 1B,S,A,,,,None,,,,,Me,1009194.837,1909831.451,2346.71,2,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR1B.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGI\ZXIGIR1B\P8040114.JPG
11,1,1C,XI,I,1C,1C,ZXI.GI.R 1C,S,B,,,,None,,,,,Me,1009192.605,1909831.154,2342.52,4,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR1C.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGI\ZXIGIR1C\P8040109.JPG
11,1,1D,XI,I,1D,1D,ZXI.GI.R 1D,S,A,,,,None,,,,,Me,1009179.201,1909844.779,2342.93,4,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR1D.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGI\ZXIGIR1D\P8040107.JPG
11,1,2A,XI,I,2A,2A,ZXI.GI.R 2A,S,PB,,,,None,,,,,Me,1009163.839,1909848.905,2343.93,4,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR2A.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGI\ZXIGIR2A\P8040108.JPG
11,1,2B,XI,I,2B,2B,ZXI.GI.R 2B,S,A,,,,None,,,,,Me,1009164.618,1909850.86,2347.92,4,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR2B.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGI\ZXIGIR2B\P8040103.JPG
11,1,2C,XI,I,2C,2C,ZXI.GI.R 2C,S,PB,,,,None,,,,,Me,1009170.994,1909856.892,2349.37,4,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR2C.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGI\ZXIGIR2C\P8040106.JPG
11,1,2@a,XI,I,2 ?,2alpha,ZXI.GI.R 2 ?,S,None,,,,None,,,,,Me,1009181.359,1909857.447,2347.9,4,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR2@a-Fa.gif,D:\Base de Donnees\Images\SS_Image.bmp
11,1,3,XI,I,3,3,ZXI.GI.R 3,S,A,,,,None,,,,,Me,1009177.792,1909865.256,2352.08,4,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR3-Fa.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGI\ZXIGIR3\P8040116.JPG
11,1,3A,XI,I,3A,3A,ZXI.GI.R 3A,S,None,,,,None,,,,,Me,1009174.953,1909873.307,2356.77,2,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR3A.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGI\ZXIGIR3A\P8040116.JPG
11,1,4,XI,I,4,4,ZXI.GI.R 4,S,A,,,,None,,,,,Me,1009155.929,1909910.005,2355.19,2,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR4-Fa.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGI\ZXIGIR4\P8040098.JPG
11,1,4A,XI,I,4A,4A,ZXI.GI.R 4A,S,None,,,,None,,,,,Me,1009163.376,1909919.584,2359.24,2,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR4A.gif,D:\Base de Donnees\Images\SS_Image.bmp
11,1,4@a,XI,I,4 ?,4alpha,ZXI.GI.R 4 ?,S,None,,,,None,,,,,Me,1009160.563,1909906.757,2356.7,1,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR4@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
11,1,5A,XI,I,5A,5A,ZXI.GI.R 5A,S,B,,,,None,,,,,Me,1009128.691,1909934.026,2343.86,2,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR5A.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGI\ZXIGIR5A\P8040099.JPG
11,1,5B,XI,I,5B,5B,ZXI.GI.R 5B,S,A,,,,None,,,,,Me,1009101.638,1909924.628,2333.43,2,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR5B.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGI\ZXIGIR5B\P8040101.JPG
11,1,5C,XI,I,5C,5C,ZXI.GI.R 5C,S,B,,,,None,,,,,Me,1009126.098,1909939.74,2342.55,2,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR5C.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGI\ZXIGIR5C\P8040100.JPG
11,1,5@a,XI,I,5 ?,5alpha,ZXI.GI.R 5 ?,S,A,,,,None,,,,,Me,1009087.184,1909924.021,2327.93,2,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR5@a.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGI\ZXIGIR5@a\P8040102.JPG
11,1,5@b,XI,I,5 ?,5beta,ZXI.GI.R 5 ?,S,None,,,,None,,,,roche hors contexte trouvée près de l'Autel,Me,,,,0,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR5@b.gif,D:\Base de Donnees\Images\SS_Image.bmp
11,1,7A,XI,I,7A,7A,ZXI.GI.R 7A,S,None,,,,None,,,,,Me,1009185.933,1909880.401,2366.21,2,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR7A.gif,D:\Base de Donnees\Images\SS_Image.bmp
11,1,7B,XI,I,7B,7B,ZXI.GI.R 7B,S,A,,,,None,,,,,Me,1009194.66,1909875.571,2368.02,2,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR7B.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGI\ZXIGIR7B\P7230104.JPG
11,1,7C,XI,I,7C,7C,ZXI.GI.R 7C,S,None,,,,None,,,,,Me,1009202.502,1909871.296,2370.13,2,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR7C.gif,D:\Base de Donnees\Images\SS_Image.bmp
11,1,7D,XI,I,7D,7D,ZXI.GI.R 7D,S,None,,,,None,,,,,Me,1009207.255,1909868.814,2372.38,2,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR7D.gif,D:\Base de Donnees\Images\SS_Image.bmp
11,1,7E,XI,I,7E,7E,ZXI.GI.R 7E,S,None,,,,None,,,,,Me,1009213.747,1909866.221,2374.96,2,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR7E.gif,D:\Base de Donnees\Images\SS_Image.bmp
11,1,7F,XI,I,7F,7F,ZXI.GI.R 7F,S,None,,,,None,,,,,Me,1009218.441,1909853.187,2372.37,4,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR7F.gif,D:\Base de Donnees\Images\SS_Image.bmp
11,1,8A,XI,I,8A,8A,ZXI.GI.R 8A,S,None,,,,None,,,,,Me,1009206.34,1909848.13,2365.39,2,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR8A.gif,D:\Base de Donnees\Images\SS_Image.bmp
11,1,8B,XI,I,8B,8B,ZXI.GI.R 8B,S,None,,,,None,,,,,Me,1009212.285,1909840.507,2363.46,4,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR8B.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGI\ZXIGIR8B\P7230116.JPG
11,1,9,XI,I,9,9,ZXI.GI.R 9,S,A,,,,None,,,,,Me,1009213.637,1909836.461,2357.98,4,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR9.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGI\ZXIGIR9\P7230117.JPG
11,1,9@a,XI,I,9 ?,9alpha,ZXI.GI.R 9 ?,S,None,,,,None,,,,,Me,1009191.158,1909812.088,2339.55,1,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR9@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
11,1,9@b,XI,I,9 ?,9beta,ZXI.GI.R 9 ?,S,None,,,,None,,,,,Me,1009196.433,1909812.367,2340,1,,D:\Base de Donnees\Images\SS_Image.bmp
11,1,10,XI,I,10,10,ZXI.GI.R 10,S,A,,,,None,,,,,Me,1009218.419,1909841.065,2364.45,4,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR10-Fa.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGI\ZXIGIR10\P7230096.JPG
11,1,10@a,XI,I,10 ?,10alpha,ZXI.GI.R 10 ?,S,None,,,,None,,,,,Me,1009234.493,1909824.087,2371.33,1,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR10@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
11,1,11,XI,I,11,11,ZXI.GI.R 11,S,B,,,,None,,,,,Me,1009221.922,1909843.712,2373.61,2,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR11.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGI\ZXIGIR11\P7230118.JPG
11,1,11@a,XI,I,11 ?,11alpha,ZXI.GI.R 11 ?,S,None,,,,None,,,,,Me,1009233.365,1909840.697,2377.86,2,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR11@a.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGI\ZXIGIR11@a\P7230119.JPG
11,1,12,XI,I,12,12,ZXI.GI.R 12,S,A,,,,None,,,,,Me,1009241.186,1909841.852,2379.23,4,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR12.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGI\ZXIGIR12\P7230120.JPG
11,1,12@a,XI,I,12 ?,12alpha,ZXI.GI.R 12 ?,S,None,,,,None,,,,,Me,1009258.927,1909827.615,2389.19,2,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR12@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
11,1,12@b,XI,I,12 ?,12beta,ZXI.GI.R 12 ?,S,None,,,,None,,,,,Me,1009270.299,1909822.471,2395.01,2,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR12@b.gif,D:\Base de Donnees\Images\SS_Image.bmp
11,1,13,XI,I,13,13,ZXI.GI.R 13,S,A,,,,None,,,,,Me,1009221.79,1909857.545,2378.27,4,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR13.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGI\ZXIGIR13\P7230123.JPG
11,1,14,XI,I,14,14,ZXI.GI.R 14,S,A,,,,None,,,,,Me,1009230.847,1909857.225,2384.99,4,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR14-Fa.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGI\ZXIGIR14\P7230133.JPG
11,1,16A,XI,I,16A,16A,ZXI.GI.R 16A,S,A,,,,None,,,,,Me,1009259.558,1909852.616,2399.01,2,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR16A.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGI\ZXIGIR16A\P8040130.JPG
11,1,16B,XI,I,16B,16B,ZXI.GI.R 16B,S,A,,,,None,,,,,Me,1009261.06,1909850.712,2398.81,2,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR16B.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGI\ZXIGIR16B\P8040128.JPG
11,1,16C,XI,I,16C,16C,ZXI.GI.R 16C,S,A,,,,None,,,,,Me,1009262.126,1909844.575,2397.61,2,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR16C-Fa.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGI\ZXIGIR16C\P8040126.JPG
11,1,16D,XI,I,16D,16D,ZXI.GI.R 16D,S,A,,,,None,,,,,Me,1009264.021,1909843.13,2397.79,2,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR16D-Fa.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGI\ZXIGIR16D\P8040125.JPG
11,1,16E,XI,I,16E,16E,ZXI.GI.R 16E,S,A,,,,None,,,,,Me,1009283.655,1909834.404,2405.77,2,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR16E-Fa.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGI\ZXIGIR16E\P8040117.JPG
11,1,16@a,XI,I,16 ?,16alpha,ZXI.GI.R 16 ?,S,A,,,,None,,,,,Me,1009266.642,1909843.548,2399.51,2,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR16@a.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGI\ZXIGIR16@a\P8040142.JPG
11,1,16@b,XI,I,16 ?,16beta,ZXI.GI.R 16 ?,S,None,,,,None,,,,,Me,1009257.788,1909862.844,2402.53,2,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR16@b.gif,D:\Base de Donnees\Images\SS_Image.bmp
11,1,16@c,XI,I,16 ?,16gamma,ZXI.GI.R 16 ?,S,None,,,,None,,,,,Me,1009275.165,1909860.386,2412.55,2,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR16@c.gif,D:\Base de Donnees\Images\SS_Image.bmp
11,1,16@d,XI,I,16 ?,16delta,ZXI.GI.R 16 ?,S,A,,,,None,,,,,Me,1009277.376,1909841.93,2405.06,2,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR16@d.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGI\ZXIGIR16@d\P8040143.JPG
11,1,17A,XI,I,17A,17A,ZXI.GI.R 17A,S,A,,,,None,,,,,Me,1009292.475,1909830.244,2407.76,2,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR17A-Fa.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGI\ZXIGIR17A\P8040122.JPG
11,1,17B,XI,I,17B,17B,ZXI.GI.R 17B,S,A,,,,None,,,,,Me,1009298.164,1909828.487,2410.11,2,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR17B.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGI\ZXIGIR17B\P8040123.JPG
11,1,17@b,XI,I,17 ?,17beta,ZXI.GI.R 17 ?,S,A,,,,None,,,,,Me,1009299.8,1909820.598,2409.62,2,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR17@b.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGI\ZXIGIR17@b\P8040124.JPG
11,1,17@c,XI,I,17 ?,17gamma,ZXI.GI.R 17 ?,S,None,,,,None,,,,,Me,1009304.292,1909781.776,2410.97,2,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR17@c.gif,D:\Base de Donnees\Images\SS_Image.bmp
11,1,17@e,XI,I,17 ?,17epsilon,ZXI.GI.R 17 ?,SG,None,,,,None,,,,,Me,1009356.856,1909790.993,2453.76,4,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR17@e.gif,D:\Base de Donnees\Images\SS_Image.bmp
11,1,18,XI,I,18,18,ZXI.GI.R 18,S,A,,,,None,,,,,Me,1009299.159,1909894.337,2423.85,4,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR18.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGI\ZXIGIR18\P8040146.JPG
11,1,19A,XI,I,19A,19A,ZXI.GI.R 19A,S,A,,,,None,,,,,Me,1009289.814,1909929.542,2430.24,4,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR19A-Fa.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGI\ZXIGIR19A\P8040147.JPG
11,1,19B,XI,I,19B,19B,ZXI.GI.R 19B,S,A,,,,None,,,,,Me,1009277.022,1909946.961,2422.86,4,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR19B.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGI\ZXIGIR19B\P8040148.JPG
11,1,19C,XI,I,19C,19C,ZXI.GI.R 19C,S,A,,,,None,,,,,Me,1009275.687,1909950.073,2421.78,4,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR19C.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGI\ZXIGIR19C\P8040148.JPG
11,1,19@a,XI,I,19 ?,19alpha,ZXI.GI.R 19 ?,S,B,,,,None,,,,,Me,1009239.619,1910021.537,2403.91,2,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR19@a.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGI\ZXIGIR19@a\P8040144.JPG
11,1,20,XI,I,20,20,ZXI.GI.R 20,S,A,,,,None,,,,,Me,1009253.807,1909942.451,2404.71,2,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR20.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGI\ZXIGIR20\P8040150.JPG
11,1,20@a,XI,I,20 ?,20alpha,ZXI.GI.R 20 ?,S,None,,,,None,,,,,Me,1009249.978,1909947.753,2400.09,2,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR20@a.gif,D:\Base de Donnees\Images\SS_Image.bmp
11,1,20@b,XI,I,20 ?,20beta,ZXI.GI.R 20 ?,S,A,,,,None,,,,,Me,1009262.228,1909934.29,2412.43,2,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR20@b.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGI\ZXIGIR20@b\P8040149.JPG
11,1,21A,XI,I,21A,21A,ZXI.GI.R 21A,S,A,,,,None,,,,,Me,1009214.88,1909959.42,2382.74,2,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR21A-Fa.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGI\ZXIGIR21A\P8040151.JPG
11,1,21B,XI,I,21B,21B,ZXI.GI.R 21B,S,A,,,,None,,,,,Me,1009222.274,1909944.517,2387.39,2,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR21B.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGI\ZXIGIR21B\P8040155.JPG
11,1,21C,XI,I,21C,21C,ZXI.GI.R 21C,S,A,,,,None,,,,,Me,1009200.306,1909938.553,2378.07,2,D:\Base de Donnees\Images\Images Faces\ZXI\ZXIGI\ZXIGIR21C.gif,D:\Base de Donnees\Images\Photos Roches\ZXI\ZXIGI\ZXIGIR21C\P8040156.JPG
